_id,num_near,near_duration,time,uid
6721773c5fc86555907d1699,0,0,2024-10-28T21:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773c5fc86555907d16aa,0,0,2024-10-28T22:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773c5fc86555907d16bb,0,0,2024-10-28T23:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773c5fc86555907d16cc,0,0,2024-10-29T00:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773c5fc86555907d16dd,0,0,2024-10-29T01:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773c5fc86555907d16ee,0,0,2024-10-29T02:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773c5fc86555907d16ff,0,0,2024-10-29T03:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773c5fc86555907d1710,0,0,2024-10-29T04:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773c5fc86555907d1721,0,0,2024-10-29T05:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773c5fc86555907d1732,0,0,2024-10-29T06:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773c5fc86555907d1743,0,0,2024-10-29T07:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773d5fc86555907d1754,0,0,2024-10-29T08:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773d5fc86555907d1765,0,0,2024-10-29T09:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773d5fc86555907d1776,0,0,2024-10-29T10:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773d5fc86555907d1789,0,0,2024-10-29T11:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773d5fc86555907d17af,0,0,2024-10-29T12:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773d5fc86555907d17c0,0,0,2024-10-29T13:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773d5fc86555907d17d1,0,0,2024-10-29T14:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773d5fc86555907d17e2,0,0,2024-10-29T15:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773d5fc86555907d17f3,0,0,2024-10-29T16:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773d5fc86555907d1804,0,0,2024-10-29T17:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773d5fc86555907d1815,0,0,2024-10-29T18:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773d5fc86555907d1826,0,0,2024-10-29T19:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773e5fc86555907d1837,0,0,2024-10-29T20:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773e5fc86555907d1848,0,0,2024-10-29T21:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773e5fc86555907d1859,0,0,2024-10-29T22:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721773e5fc86555907d186a,0,3361,2024-10-29T23:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672185c45fc86555907d9dc2,0,0,2024-10-30T00:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721940e5fc86555907dfab6,0,0,2024-10-30T01:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
