_id,moving_distance,start_time,end_time,uid
67175bcd873f1647840ff7c8,0,2024-10-22T07:50:00Z,2024-10-22T08:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
67175bcd873f1647840ff7c9,0,2024-10-22T08:00:00Z,2024-10-22T08:10:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
671769ef873f164784103910,0,2024-10-22T08:00:00Z,2024-10-22T08:10:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
671769ef873f164784103911,0,2024-10-22T08:10:00Z,2024-10-22T08:20:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
671769ef873f164784103912,0,2024-10-22T08:20:00Z,2024-10-22T08:30:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
671769ef873f164784103913,0,2024-10-22T08:30:00Z,2024-10-22T08:40:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
671769ef873f164784103914,0,2024-10-22T08:40:00Z,2024-10-22T08:50:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
671769ef873f164784103915,215,2024-10-22T08:50:00Z,2024-10-22T09:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
671769ef873f164784103916,120,2024-10-22T09:00:00Z,2024-10-22T09:10:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
67177d04873f164784104eb2,318,2024-10-22T09:00:00Z,2024-10-22T09:10:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
67177d04873f164784104eb3,1622,2024-10-22T09:10:00Z,2024-10-22T09:20:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
67177d04873f164784104eb4,0,2024-10-22T09:20:00Z,2024-10-22T09:30:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
67177d04873f164784104eb5,0,2024-10-22T09:30:00Z,2024-10-22T09:40:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
67177d04873f164784104eb6,0,2024-10-22T09:40:00Z,2024-10-22T09:50:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
67177d04873f164784104eb7,40,2024-10-22T09:50:00Z,2024-10-22T10:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
67177d04873f164784104eb8,236,2024-10-22T10:00:00Z,2024-10-22T10:10:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
67177d04873f164784104eb9,0,2024-10-22T10:10:00Z,2024-10-22T10:20:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
67177d04873f164784104eba,0,2024-10-22T10:20:00Z,2024-10-22T10:30:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
67178ad6873f164784125835,0,2024-10-22T10:00:00Z,2024-10-22T10:10:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
67178ad6873f164784125836,0,2024-10-22T10:10:00Z,2024-10-22T10:20:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
67178ad6873f164784125837,0,2024-10-22T10:20:00Z,2024-10-22T10:30:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
67178ad6873f164784125838,0,2024-10-22T10:30:00Z,2024-10-22T10:40:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
67178ad6873f164784125839,0,2024-10-22T10:40:00Z,2024-10-22T10:50:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
67178ad6873f16478412583a,0,2024-10-22T10:50:00Z,2024-10-22T11:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
67178ad6873f16478412583b,0,2024-10-22T11:00:00Z,2024-10-22T11:10:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
67178ad6873f16478412583c,0,2024-10-22T11:10:00Z,2024-10-22T11:20:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
67178ad6873f16478412583d,0,2024-10-22T11:20:00Z,2024-10-22T11:30:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
671795dd873f16478412b881,0,2024-10-22T11:00:00Z,2024-10-22T11:10:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
671795dd873f16478412b882,0,2024-10-22T11:10:00Z,2024-10-22T11:20:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
671795dd873f16478412b883,0,2024-10-22T11:20:00Z,2024-10-22T11:30:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
671795dd873f16478412b884,0,2024-10-22T11:30:00Z,2024-10-22T11:40:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
671795dd873f16478412b885,0,2024-10-22T11:40:00Z,2024-10-22T11:50:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
671795dd873f16478412b886,21,2024-10-22T11:50:00Z,2024-10-22T12:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
671795dd873f16478412b887,0,2024-10-22T12:00:00Z,2024-10-22T12:10:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721772e5fc86555907d0b83,0,2024-10-22T12:00:00Z,2024-10-22T12:10:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
